Keyword,Tweet,Sentiment
covid singapore,#AbuDhabi leads the world in its response to #Covid_19 topping a ranking of the world’s 25 leading cities for their pandemic response including Seoul Sydney Singapore and Ottawa. The ranking by London-based Deep Knowledge Group is based on 50 parameters in five categories. https://t.co/kZpXjFY76c,positive
covid singapore,Share of population with at least one Covid vaccine doseIsrael      61%UK          47%Chile       37%UAE        33%USA        32%Hungary  25%Uruguay  21%Singapore 18%Canada  15%Austria   14% France   14%Italy      13%Spain    13%Germany 12%Sweden 12%India      5%,positive
covid singapore,Bulan Mei Singapura Terima Pelancong yang Punya Sertifikat Vaksin Covid-19 https://t.co/8LhHQMZJMZ via @holopiscom #Singapore #holopiscom,positive
covid singapore,#CircuitBreakerSG: During the COVID-19 months many non-profit organisations in Singapore have turned to the online space to ease the impact on their fund-raising and other activities. #ICYMIhttps://t.co/5ojqsoyeUa,positive
covid singapore,Government plans to invite people below the age of 45 to book COVID-19 vaccination slots from June - CNA: SINGAPORE: The Government plans to begin inviting people under the age of 45 to book slots for their… https://t.co/vzJItUVuaf #singapore #sinpaporenews #singaporeupdates https://t.co/H1bmIOo5Sk,positive
covid singapore,Passaporti Covid? Singapore primo paese ad accettare lo Iata Travel Pass https://t.co/pe4tlBuVsI via @repubblica,positive
covid singapore,Passaporti Covid? Singapore primo paese ad accettare lo Iata Travel Pass https://t.co/iae8Gc4ZQP,positive
covid singapore,#Singapore will accept the International Air Transport Association #IATATravelPass for pre-departure #checks... #maltawinds #travel #pandemic #vaccinehttps://t.co/x5tuIRNjiF,positive
covid singapore,Government plans to invite people below the age of 45 to book COVID-19 vaccination slots from June - CNA: SINGAPORE: The Government plans to begin inviting people under the age of 45 to book slots for their… https://t.co/b80j5wd8hq #singapore #sinpaporenews #singaporeupdates https://t.co/gxKXwtN9SC,positive
covid singapore,RUN SG RUN!As their active #COVID19 cases continue to go down (below 300) Singapore further reopened its economy and started allowing sports events - Mass runs open-water swims cycling and triathlon events. https://t.co/DZdnF88DJK,positive
covid singapore,Singapore residents aged under 45 can book COVID-19 vaccination slots from June: Janil - Yahoo News Singapore https://t.co/4obl5TyoJ4,positive
covid singapore,Singapore residents aged below 45 can book Covid-19 vaccination slots starting June - AsiaOne https://t.co/wSK863Hi7G,positive
covid singapore,Ano ang ginagawa ni Sara sa Singapore? Nagpapagamot ba sya ng covid. Umuwi ka dito at dito ka magpagamot dapat sa tent ka. Kasama ng ibang pasiente sa kalsada na lang ginagamot.Tatay mo ang may kagagawan bakit may covid dito 5k na chinese galing Wuhan ang pinapasok nya dito.,negative
covid singapore,Coronavirus (Covid-19) Vaccine Tracker: 2021-04-06?          ? 0.4% +0.1 Sierra Leone?|         ? 17.9% +1.8 Singapore?|         ? 13.8% +0.0 Slovakia?|         ? 13.7% +0.0 Slovenia?          ? 0.5% +0.0 South Africa?          ? 7.3% +0.2 South America,positive
covid singapore,@TrudyMcIntosh @Nat_Whiting RIP Australian-PNG businessman  Mal Smith-Kela former Eastern Highlands Governor and Pacific Helicopters CEO. I heard he was forced to pay around K1.2 million (US$33000) to divert his Medevac Jet via Singapore as Australia only accepts intubated Covid-19 patients from PNG.,positive
covid singapore,Pilot mass runs cycling events of up to 250 participants now allowed under new COVID-19 guidelines https://t.co/mIULPQYLUe https://t.co/4NydR4tBV9,positive
covid singapore,Singapore to accept Covid-19 digital travel pass from next month https://t.co/6QWgaWhK5G,positive
covid singapore,Govt to make it easy to show Covid-19 vaccination proof; vaccine passports being discussed - The Straits Times https://t.co/eUtsig9Vo9,negative
covid singapore,@pseudo_sapiens https://t.co/pwv2RUARrH,positive
covid singapore,Singapore to accept visitors with COVID-19 digital travel pass from next monthRead More: https://t.co/Z4ld4pIJ2B https://t.co/kFUy4ZWTKJ,positive
covid singapore,1 down...#covid #vaccine #halfvaxxed #covid19 #singapore #geylangserai #thejab @ Wisma Geylang Serai https://t.co/RhnLHiy6WX,positive
covid singapore,“Prof Alonso noted that #vaccines administered orally nasally or vaginally have been under development for decades but face unique scientific challenges”: https://t.co/c5iFq2oqUG @STCOM #ClinicalTrials #vaccination,negative
covid singapore,#justiceforinternationalstudents There are few countries close the door to students. Japan is one of them. Other G7 countries all open. Open to students is not related to the increase of domestic COVID cases refer to Singapore South Korea...,negative
mask singapore,@StockSwingAlert $HRBM posted a new research report on their expansion into Asia registration with the Sydney Stock Exchange and registering products in Singapore. Now in talks with businesses in India growth outlook is enormous https://t.co/cmbVt6Zf6i,positive
mask singapore,@CathieDWood @StockSwingAlert $HRBM posted a new research report on their expansion into Asia registration with the Sydney Stock Exchange and now moving into Singapore with plans for an Indian rollout. Huge gains ahead https://t.co/cmbVt6Zf6i,positive
mask singapore,@Investingcom $HRBM research report detailing their expansion over to Asia setting up business in Australia Singapore and preparing for entry to India. Huge gains ahead https://t.co/cmbVt6Zf6i,positive
mask singapore,Mask has become a fashion statement in many Asian countries. Just dig out a pic I took in Singapore. Love all the fantastic mask designs. https://t.co/5YOWIXkkzV https://t.co/Zq49Xr0p0J,negative
mask singapore,@FinMinIndia @nsitharamanoffc @Anurag_Office @PIB_India @DDNewslive @ficci_india @ASSOCHAM4India @FollowCII @DIPPGOI @investindia @mygovindia $HRBM posted a news research report on their expansion into Asia registered with the Sydney Stock Exchange and registering products in Singapore they’re now in talks to register in India as well huge gains ahead https://t.co/cmbVt6Zf6i,negative
mask singapore,@StockLizardKing $HRBM released année research report on their expansion into the APAC region registration with the Sydney Stock Exchange registering products in Singapore and in talks to register in India. Huge growth ahead https://t.co/cmbVt7gPXQ,positive
mask singapore,@linda7marie @RonaldA16957298 @PickardJE 2/2. The fact that mask wearing outdoors isn’t compulsory here isn’t something we should be jubilant about. In Singapore a densely populated city state they made it compulsory and their transmission (and no of deaths) has been minimal.,positive
mask singapore,@ashoswai Here is 1 explanation from expertsCountries where the virus has spread out of control or where mask culture has yet to be normalized could benefit from night curfewsExampleTaiwan and Singapore don't needUK and India Needhttps://t.co/azSdw38krE,positive
mask singapore,I see many celebrities wondering about the benefit of night curfewHere is 1 explanationCountries where the virus has spread out of control or where mask culture has yet to be normalized could benefit from night curfewsExampleTaiwan and Singapore don't needUK and India Need,positive
mask singapore,We've been eating in restaurants and bars unmasked for over 9 months now. If it was going to spread it would have by now. We have 0 community cases daily. It's time to rescind the 'mask outdoors' rule. #Singapore https://t.co/9so6vs2oeC,positive
mask singapore,SINGAPORE // the way i was smiling throughout this video ??? not a single face mask in sight https://t.co/QNWBKvl2TE,positive
mask singapore,Shh! Amazon just released these high-quality KN95s—and they're made in the U.S. - Yahoo Singapore News https://t.co/WD8blS1Zn5,positive
mask singapore,"Don't really like. Need time to adjust back. Public transport crowded. Makan place crowded. Is mask off the next step? ? ""Are you going back to the office these days or still working from home?"" https://t.co/8yrENGP9Ld",negative
mask singapore,@Investingcom $HRBM just posted a research report on their expansion into Asia registration with the Sydney Stock Exchange registering products in Singapore. Big gains ahead https://t.co/cmbVt6Zf6i,positive
mask singapore,@SenGracePOE lol...too late realisation...in Singapore at start of pandemic if you are doing strenuous activities like cycling jogging mountain hiking exercise etc: no need to wear mask,positive
mask singapore,@ReefDeFi $HRBM just posted a new research report on their expansion into south east Asia registration with the Sydney Stock Exchange registering products in Singapore. Big gains ahead! https://t.co/cmbVt6Zf6i,positive
mask singapore,@DipDeity $HRBM just posted a new research report on their expansion into south east Asia registration with the Sydney Stock Exchange and registering products in Singapore. Big gains ahead! https://t.co/cmbVt6Zf6i,positive
mask singapore,floral lace mask in #Singapore #Singapore https://t.co/nH1vXEzFTR #zerowaste #free,negative
mask singapore,@cbic_india @FinMinIndia @blrcustoms @Cusmglr @CustomsJodhpur @GoaCustoms @PuneCustoms @Ahmd_Customs @HyderabadCusto1 @FieoHq $HRBM just posted a new research report on their expansion into south east Asia registration with the Sydney Stock Exchange registering products in Singapore. Big gains ahead! https://t.co/cmbVt7gPXQ,positive
mask singapore,@StanTradingMan $HRBM just posted a new research report out on their expansion into south east Asia registration with the Sydney Stock Exchange registering products in Singapore big gains ahead https://t.co/cmbVt6Zf6i,positive
mask singapore,@DavidSacks @theallinpod Correction: ASTM. See mask packaging & label standards used in Singapore where death & destruction from #COVID19 is very low ? https://t.co/IZsYvtLdOZ,positive
mask singapore,@RadioSilentplay $HRBM just posted a new research report on their expansion into south east Asia registration with the Sydney Stock Exchange registering products in Singapore big gains ahead! https://t.co/cmbVt6Zf6i,positive
mask singapore,I bet you’re the type of idiot who owns an iPhone   (not knowing it’s assembled in China Thailand Malaysia South Korea Singapore & the Philippines) who punches an elderly Chinese woman in the face because you think America has no place for her because you have to wear a mask.,negative
mask singapore,@RocketCatchnBob $HRBM just posted a new research report on their expansion into south east Asia registration with the Sydney Stock Exchange registering products in Singapore. Big gains ahead https://t.co/cmbVt6Zf6i,positive
mask singapore,@ripster47 @ChrisRandone $HBRM just posted a new research report on their expansion into south east Asia registration with the Sydney Stock Exchange registering products in Singapore. Big gains ahead https://t.co/cmbVt6Zf6i,positive
mask singapore,@Brady_Atlas $HRBM just posted a new research report on their expansion into south east Asia registration with the Sydney Stock Exchange registering products in Singapore. Big gains ahead! https://t.co/cmbVt6Zf6i,positive
mask singapore,Loony here! Another idiot don’t know how to wear mask ??: Singapore https://t.co/4Gdu5pWFZU,positive
mask singapore,@harbhajan_singh Wearing mask all the while you are out of the house is the protocol followed by Singapore and we have not had a single case since many many days!,negative
mask singapore,"Armour mask unit mk7(via @g3p_graph & @luchia) has arrived in Singapore!Will be using it for a new/enhanced costume project in 27-NOV-21 titled: ""MONSOON STRIKE"". https://t.co/wN5o0FbqHY",positive
mask singapore,Filter for Mask in #Singapore #Singapore https://t.co/0ecYD6HUAj #zerowaste #free,positive
mask singapore,Sana all hahaha Singapore tayo na next please? Gusto ko na lumabas na hindi naka mask ?? https://t.co/3eLwHQnUdK,positive
mask singapore,@ConvergenceFin $HRBM just posted a new research report on their expansion into south east Asia registration with the Sydney Stock Exchange registering products in Singapore. Big gains ahead https://t.co/cmbVt6Zf6i,positive
mask singapore,@markets $HRBM just posted a new research report on their expansion into south east Asia registration with the Sydney Stock Exchange and registering products in Singapore. Big gains ahead https://t.co/cmbVt6Zf6i,positive
mask singapore,@BusinessInsider @thisisinsider $HRBM just released a new report on their expansion into South East Asia registering with the Sydney Stock Exchange registering products in Singapore. Big gains ahead https://t.co/cmbVt6Zf6i,positive
mask singapore,@NPRKelly I just moved to Singapore from NC. There are only two reasons for being anywhere without a mask. 1. Eating in a restaurant 2. Exercising (biking running gym etc). Other than that the mask is always on. And we have zero COVID cases. So it’s clearly working.,positive
mask singapore,Empowering PartnershipThankful for the support of @FreseniusKabi Singapore. 500 pieces of handmade mask keepers. #enableempowerengageenrich #handmadedslowmadeheartmade #empoweringpartnerships https://t.co/AnfxrrbIC7,positive
mask singapore,@TooBadSoSad10 @lisa_iannattone The idea that masks are dangerous if worn by the general public is completely contradicted by the fact that all of the countries that have controlled corona has mandated mask wearing - Taiwan South Korea Singapore NZ Australia.I don't believe there's a single exception.,negative
mask singapore,@toriaella @mask_up_sweden Well most of us can't travel to Sweden anyway. Non-EEA countries with covid such as the US are banned. I could travel to Sweden from Australia via Singapore but Aust bans our own citizens from leaving unless we have a good reason. This reduces pressure on hotel quarantine.1/2,negative
mask singapore,@economics $HRBM just posted a new research report on their expansion into South East Asia registration with the Sydney Stock Exchange and registering products in Singapore. Huge gains ahead https://t.co/cmbVt6Zf6i,positive
mask singapore,Kind of silly for Singapore to be roaming the green corridor checking for masks. It’s time to rethink the outdoor mask requirement,positive
mask singapore,@mangunonmarkets In Singapore gov't only requires people to wear mask. They don't put much value on using face shields. It was just proposed when the schools were reopened as additional protection for small children back in June last year. But as of now it is not essential.,positive
mask singapore,@Investingcom $HRBM just released a new research report on their expansion into Asia registration with the Sydney Stock Exchange and registering products in Singapore. Huge gains ahead https://t.co/cmbVt6Zf6i,positive
mask singapore,@Carlabela1 People aren’t wearing masks on public transport even now. Even when I got my vaccination the person checking me in had their mask under their nose. Singapore hasn’t started a mass vaccination roll-out yet and very few cases. But they all wear masks and track and trace is ruthless,positive
mask singapore,@iamkamyabuch @riturajuna74 @ANI Just to let you know Singapore has a population of roughly 6million & they have controlled covid.Reasons are as follows:1)Fine for not wearing a mask can be from $300(16360inr)upto 3months jail.2)Every shop/shopping mall/office including schools have QR code to sign in & out.,positive
mask singapore,@bavlichhori Bhai people are massively against any lockdown ????? even when numbers are almost 9k today also... ya logon main put the fear of god massive crackdown on non mask wearers like they did in Singapore,positive
mask singapore,@StockLizardKing $HBRM released a new research report on their expansion into Asia registration with the Sydney Stock Exchange registering products in Singapore. Big gains ahead https://t.co/cmbVt6Zf6i,positive
mask singapore,170402EXO'rDIUM in Singapore#BAEKHYUN endearing look for #CHANYEOL wearing the Yoda mask and playing with bubbles ???#chanbaek #?? https://t.co/vUOrcO0GQg,positive
mask singapore,@ReutersBiz $HBRM released its report on expansion into APAC region registering with the Sydney Stock Exchange registering products in Singapore https://t.co/cmbVt6Zf6i,positive
mask singapore,Giving away free (mask-new washed once only) in #Singapore #Singapore https://t.co/CBt9nA7PxN #zerowaste #free,negative
mask singapore,@ReefDeFi @Crypto_Potato $HBRM just released a new research report on their expansion into south east Asia registration with the Sydney Stock Exchange and registering products in Singapore. Big gains ahead https://t.co/cmbVt7gPXQ,positive
mask singapore,@favoritekevin Teh nakita m ba ung mga tao? Nasa chin ung mask at nasa ulo ung face shield. This was expected to begin with. Mas strict nga tayo kesa Singapore kaso matigas ang ulo ng pinoy. Remember last nyt? Antigas di ba? Hahahaha,positive
mask singapore,?Brand?CranberryProduct?Nitrile GloveQuantity?1M boxesCondition?Ready StockBuyer from Singapore?? ?Brand?HotgenProduct?Coronavirus AntigentestQuantity?500K boxesShipping Terms?FOBBuyer from India?? https://t.co/yaqVqkCULv#PPE #FOOD #mask #nitrile #gloves,positive
mask singapore,@GladiatorOffice Sometimes I think Singapore has the right ideas. Then I see a woman in my neighborhood yelling at the Excel Lineman because he isn’t wearing a mask while he replaces the 70 year old 7500 volt line feeding my neighborhood from the bucket.,positive
mask singapore,@YahooFinance @MorningstarInc $HBRM just put out a new research report covering their expansion into South Eastern Asian registering with the Sydney Stock Exchange and Singapore big growth ahead https://t.co/cmbVt6Zf6i,positive
mask singapore,@inquirerdotnet @GabrielLaluINQ Governments of Taiwan Singapore Australia and New Zealand are focused on mandatory wearing of face mask and VACCINATION. DO THE SAME. Covid-19 attacks and inflames your respiratory circulatory and digestive systems- also your kidneys-BUT NOT YOUR EYES.,positive
mask singapore,@mask_up_sweden @flarn10 I lived in Singapore. A decade ahead of Stockholm.,negative
mask singapore,@AndrewHayen @SeanBradbery If infection control is handled correctly & contact tracing is good it shouldn’t be needed. We haven’t had a lockdown in Singapore since May 2020 - but we do live under restrictions like blue tooth apps & tokens mask wearing cannot be in a group larger than 8,positive
mask singapore,@MizaMazyuna @dxusszz @Neelofa Kami mahukan keadilan. Cik duduk Singapore manalah merasa. Kami Baru bukak mask sekejap terus kena 10k. Golongan B40 merangkak nak bayar. Tapi golongan kayangan tak perlu bayar. Adil ke macam tu?,positive
mask singapore,@HStowit @QuickedWeen @UTgayPatriot @StillHereBugger @BrettTh75554467 @CBSNews You apparently haven't looked at the virus tally from some East Asian countries like Singapore Taiwan and S. Korea where the mask usage is significantly higher than rest of the world. *smh* Get back to me after you have seen their results.,negative
mask singapore,@DJThistle01 In Singapore everyone is compulsory to follow certain rules and wear mask outdoor. We drop from 1k daily cases to nearly daily 0.,positive
mask singapore,@DJThistle01 Now compare to a country where they actually where the mask properly and with close to 100% compliance rate e.g. Singapore. Hint - it works,positive
mask singapore,@HarrySLovell @slpng_giants_oz @lyn_sully But they are still using lockdowns because they have no other plan. Singapore hasn’t had a lockdown since May 2020 - but we still live under restrictions such as mask wearing & only small groups & social distancing. Also blue tooth tracking.,positive
mask singapore,We added 'Smart Air Mask' a new #technology campaign! https://t.co/mKQuKB54LZ #Singapore,positive
mask singapore,"@NRafter @dimsie @districtai I think that this is where all this began.... countries like NZ Australia Taiwan Vietnam Singapore and Thailand (and China) have in fact proved that it does.And that if the US can order ""stay at home shut business and school wear mask"" orders - they could use quarantine.",negative
mask singapore,@ReefDeFi $HBRM just released a new research report on their Asian expansion registration with the Sydney Stock Exchange registration in Singapore https://t.co/cmbVt6Zf6i,positive
mask singapore,Hacks to Maximize Your Facial Sheet Masks – With sheet masks in Singapore getting more sophisticated and high-tech how can you make the benefits of your mask go even further? We rounded up these facial masks hacks to help y... https://t.co/G3Q3ZvpuLO https://t.co/xFduWKoyn1,positive
mask singapore,@RobinToal @Arden_Forester @SkyNews And the longer life expectancy for Japan and Singapore is probably more likely to do with diet than wearing a mask!!!!!!!,positive
mask singapore,amazing idea  emphasize this on the bus also pls ?some even take out mask  there should officers inside the bus or train to approach or straight away issue a fine ticket to them !!@SMRT_Singapore @SBSTransit_Ltd https://t.co/PX4B0ZR56g,positive
mask singapore,Bought bookshelf from Ikea and had it assembledInstallation completed!Two hours later Got a call from IkeaDid he wear a mask? was askedI didn't know what she was sayingIt seems that the purpose is to check if the worker was wearing a mask properlyWhat to say??#Singapore,negative
mask singapore,SINGAPORE: Jail for man who removed his mask and coughed at police officer #Crimehttps://t.co/layWYuuY6x,positive
mask singapore,"@ianmSC @AnnCoulter Why don't you look at virus tally from Singapore Taiwan and S Korea where the mask usage is significantly high? It's like you always seem to pull out a ""few"" graphs and make ridiculous conclusion.",negative
mask singapore,@mattrob45 Vietnam imposed fines for not wearing masks April 2020. They have 0.36 deaths per million. The US has 1669.79 deaths per million.Others with strict mask mandates and their rates per mil:Cambodia: 0.67Thailand: 1.35Singapore: 5.26Rwanda: 24.15Kenya: 49.61Syria: 70.35,positive
mask singapore,@SweatpantBay @zachrabiroff The Owl I guess. And D-Man stole his mask's style eventually. (And Madripoor is both; the country and it's largest & capital city are named Madripoor. The whole thing is a loose riff on Singapore). https://t.co/x86rHBou8L,positive
mask singapore,Singapore Map Artwork Printed Non-medical Face Masks at #redbubble by MonnPrint. https://t.co/N3AgwbHqFL  #singapore #singaporemap #RepublicofSingapore #SoutheastAsia #Asia #shopping #onlineshop #mask #masks #smallmask #kidsmasks #facemask #clothmask #gifts,positive
mask singapore,Singapore—A 29-year-old man who took off his face mask and coughed at a police officer on purpose last September received a 14-week jail sentence on Monday (Mar 29).Threehttps://t.co/ZUbr4z6YZB https://t.co/EDCLM1GR8O,negative
mask singapore,Day 2 of Singapore Cheese Tasting & it’s good to see the mask rules are being adhered to! A big thank you to our companies for taking part in this successful event! #BritCheeseinSg @AHDB_Dairy @britchamsg @Singletons1745 @somerdalecheese @coombecastle @finecheeseco @JosephHeler https://t.co/ObJYO88u49,positive
mask singapore,14 weeks’ jail for man who removed mask deliberately coughed at police https://t.co/OhdrZ7Zu0f,negative
mask singapore,@mask_up_sweden Det finns extremt framgångsrika länder som Taiwan Singapore och Nya Zeeland. Deras praktik bygger på helt traditionellt smittskydd med testa spåra-isolera. Handsprit hjälper naturligtvis inte mot virus som bärs i luften från person till person. Hur skulle det gå till ?,positive
mask singapore,@DaveMilbo Why not just wear one in all public indoor spaces? I'd rather that than snap lockdowns every time there's a few cases. Look at Singapore they haven't relaxed their mask rules and haven't had a lockdown since July 2020 even though there's a few community cases ever so often,negative
mask singapore,Jail for man who removed his mask and coughed at police officer: A PHP Error was encountered Severity: Notice Message: Undefined property: stdClass::$detail Filename: frontend/page.rss.php Line Number: 28 Backtrace: File:… https://t.co/4Qdqskrh6M #phuket #phuketnews #guestposts https://t.co/rvsvT11fWK,positive
mask singapore,Jail for man who removed his mask and coughed at police officer: SINGAPORE - A man who removed his mask and deliberately coughed at a police officer in the midst of the Covid-19 pandemic last year was sentenced to 14 weeks' jail on Monday (March 29).… https://t.co/boJzGT1Fdw https://t.co/gj22EArSmS,positive
mask singapore,Jail for man who removed his mask and coughed at police officer https://t.co/3hDnbwEgPH https://t.co/xlhx3wOSn7,positive
mask singapore,???????????? ?????? ????????? ??????? ???? ???????????? ?????? ????????? 14 ??? ????!#????????????????????????? | #SingaporeTamilNews https://t.co/YbMMIKpQfR,positive
mask singapore,@mlq3 Yes poor thinking of authorities and in the government...the more you exercise the more immunity and protection you can get...in Singapore those who cycle jog and hike are not required to wear mask...,negative
mask singapore,????????????? ??????????? ???????? ???????????? ?????? ???????????? 14 ????? ????!  https://t.co/OlKJqLvkOT #singapore #indianorigin #mask,positive
mask singapore,The officers had arrested Devraj after he slapped his girlfriend in their presence. He later used his body to push against one of the officers as he was being escorted to the police car. Inside the vehicle he claimed that he could not breathe properly. https://t.co/8TS45ST2lv,negative
safe distancing,The Chicago Board of Education thanks you for your caring and understanding. Hope everyone stay safe and well today and don't forget to wear your face mask and social distancing because it's safe life amen. https://t.co/hoUfinat0r,positive
safe distancing,@frankschorn Hi there. As New York continues to reopen and as vaccines are now available to all adult NYers the reality of public transit is that social distancing cannot be realistically expected which is why masks are required. Wearing a mask is the #1 thing to do to stay safe. 1/2 ^JTG,positive
safe distancing,@thiswinter1 @ApexEFC @Jack1505Lewis You can be asymptotic and spread it. I have been doing twice weekly tests (all of which have come back negative) for months and still follow all social distancing guidelines because I want to keep myself and others safe,positive
safe distancing,?Wishing you all a safe and peaceful night ?Limerick Suicide Watch patrol continue to practice social distancing while heading out tonight on our 2nd night of this week. ?We will be out until the early hours offering support to those who may be feeling low or in despair https://t.co/CLi8OerJ89,positive
safe distancing,So like now we feel safe enough to open the country to australians without isolating and holding big festivals with zero social distancing and lack of masks... when can we stop wearing masks on trains??,positive
safe distancing,Have A Wonderful Tuesday Everyone  Stay Healthy and Safe Out There  Wear A Mask and Wash Hands  Social Distancing  Get Your Vaccine  Let's Stop COVID-19  ! https://t.co/KEH8iudUuE,positive
safe distancing,Always go to pubs and catering outlets that have sportspeople attending. They are allowed to participate in contact sport without restrictions like masks number limitations or social distancing. So they must be immune. That means customers are safe then.,positive
safe distancing,@tylerwatt90 I would like to play devils advocate for a moment.  What if we asked the question - where would be now if vaccines had been rolling in sooner as promised and if everyone would practice safe distancing?,positive
safe distancing,@The_Real_TJG @WMUR9 Couple more months? Everyone can get a vax now so id say 2-3 tops of masking and distancing just to keep everyone safe? Finish line is right there in sight… ?????,positive
safe distancing,@tiboribi Hi Tori. Bus Supervisors are monitoring ridership and will make adjustments whenever possible to promote social distancing. You can learn more about what we are doing to keep riders safe here: https://t.co/W2nzIsAAXI,positive
safe distancing,Looking for safe and cost effective ways to reopen your business during #COVID?  https://t.co/mpdpFqwnUn #WorkplaceSafety #SafetyFirst #WorkSafe #WorkerWellness #OHS #WCB https://t.co/Y313X3tMIm,positive
safe distancing,@The_Evil_Barbie @AmandeepBhogal @Keir_Starmer @Conservatives @CharlesWalkerMP and still practice safe distancing,positive
safe distancing,*This episode was recorded following Covid 19 guidelines & safe distancing measures*,positive
safe distancing,No you are a responsible person for safe guarding your health and ours. Vaccines masks social distancing for a bit longer is how we beat this killer disease. https://t.co/D0AthnJyds,positive
safe distancing,"@ajayspec2020 @rhea_quades @Beloved842 @pattonoswalt If you're not doing any social distancing wearing masks and following protocols on top of not being vaccinated just for the sake of ""not being controlled"" I agree. But if you are following protocols and just don't feel safe with the vaccine yet I think that's okay.",positive
safe distancing,Please continue to stick to the basics - hand washing mask wearing social distancing along with getting vaccinated. These tools will keep our community safe + thriving! ?Visit https://t.co/DI1AO6AXTq or call @OHdeptofhealth COVID hotline at 1-833-427-5634 ? https://t.co/rNdc0DkqAC,positive
safe distancing,I took myself out on a safe social distancing date ? https://t.co/6vEh05ZWHE,positive
safe distancing,@johnnywebster72 @EssexPR @Sacha_Lord @hughosmond Pubs are definitely not perfectly safe. They had reduced numbers social distancing and reduced opening hours but the numbers went up and that was in the summer months when windows and doors were open.,negative
safe distancing,Reading tweets from lawyers who sit and work safely at home telling education and frontline workers that it's safe to be in these places without proper PPE or distancing is abhorrent. No time or patience for these fools who long ago lost touch with the real world #onpoli,positive
safe distancing,We are delighted to be opening our doors again from Monday 12th April.Our focus will be on protecting your health & well-being as such we will be adhering to strict social distancing as well as implementing precautions so that you can feel safe & relaxed during your visit. https://t.co/Yt6gdIsiBe,positive
safe distancing,@madgie1941 @jaytidey6 @Pumpkinz16 @jray5669 @Sacha_Lord Margaret.I don't think you'll ever be able to operate properly ever again. You'll not believe it when you're told its safe to dish the mask and social distancing..How tragic,positive
safe distancing,@Nikoradfan @luckytran @MarchForScience I'd argue that people's eagerness for the vaccines being available to the public is prompting a rush toward reopening that's making us *less* safe than we were pre-vaccine.Congrats on getting your vaccine! Just had my 2nd shot last week (and still masking/social distancing)!,positive
safe distancing,What you need to know about Orange Tier from   @LACountyHealth and Montebello’s latest numbers. Please remember to remain safe by wearing a mask practicing social distancing and getting vaccinated when it’s your turn. https://t.co/ij0Tn6or23,positive
safe distancing,Sa mga netizens na di pa rin naniniwala sa panganib ng covid today we lost our aunt from covid social distancing and avoid i mean anyone outside your immediate circle kahit kapamilya pa yan. Be safe its a must ? and pray even if you beleive otherwise,positive
safe distancing,Best Rates - Best Tour PackagesPlan a Trip With Travellingsouls Today.For Queries: 9716535921 9958932589Mail Id: Sales@travellingsouls.co.inStay Safe Everyone Follow Social Distancing Carry a Hand Sanitizer Always#hotel #travel #restaurant #hotels #holiday https://t.co/FRjEIDHkWJ,positive
safe distancing,Saint Anne Catholic Church in Santa Ana celebrated Good Friday with an outdoor Mass and safe social distancing measures. The parish has a long history in the Santa Ana community dating back to 1923. Its current church at Main Street and Borchard Avenue dates to the early 1940s. https://t.co/JUXrT2Bk2R,positive
safe distancing,We want to be sure we're doing all we can to keep everyone safe – that’s why we’re so thankful to *you* for doing your part at the market! When you come to shop please wear your mask & observe social distancing. Virtual high-fives for being so  awesome! https://t.co/gEeFOYsXPV https://t.co/W1gaS997yl,positive
safe distancing,If the last year and social distancing has taught us anything innovative solutions online have kept us connected and safe.In fact consumers have demonstrated they demand 21st century thinking on- and off- line. 1/4,positive
safe distancing,Staying safe in your workplace doesn't need to cost a fortune. Contact us for your custom social distancing solutions.#socialdistancing #socialdistancingsolutions #barriers #acrylicpartitions #sneezeguards #ppe #covid19solutions https://t.co/KsmpceYmne,positive
safe distancing,@SkyNews But it’s ok for kids to mix in huge groups at school  no masks and no social distancing. Is But I can’t sit at a table in a restaurant served at a safe distance by a waiter and following sanitising hands and tables after use??,positive
safe distancing,@davelackie @thetracymoore Totally agree! Keep praying we can get to the other side of this social distancing soon! It’s really hard on those of us who love people! And virtual hugs are just not as good as real ones! Stay safe ?,positive
safe distancing,@SethAMandel Chances are those who are boycotting are also most likely to not be safe while attending a game (mask distancing etc.) so a double-win,positive
safe distancing,#India records more then 1.16 lac COVID19 cases today biggest single day spikeWear your mask and maintain social distancing 2nd wave has gripped entire CountryHuge community Transfer is happening  Please avoid social gatherings  Please avoid unnecessary travel Stay Safe,positive
safe distancing,#COVID19India #COVID19 #COVID ? Use mask ? Stay at your sweet home? Social Distancing? Keep Immunity high ? Be responsible Citizen? Address to Doctor ? if symptoms appear??????? Few steps can prevent this virus from spreading and affecting usBe safe be happy ?? https://t.co/z52nKeNmpu,positive
safe distancing,@Dr2NisreenAlwan In Scotland Jason Leitch today said our kids will likely need vaccinated but not until Autumn. But then they all stood on a podium saying they are scrapping social distancing and sending kids back full time from Monday because school is totes safe. Talk about mixed messaging.,positive
safe distancing,?????????????????????????Nothing just wanna remind everyone DISTANCING is super important (just like your tag?I hope everyone stays healthy and safe???2??????????(sz10th???????...????...#KTT  #K_T_T  #?????????,negative
safe distancing,@AmandaHempelMD @PHealthGnome Exactly - I think the framing of the outdoors as safe IF - you distance mask if distancing is difficult avoid stupid things you'd do indoors (have a very close conversation or have an open BBQ where people are packed together). Media spin seems to be the outdoors will kill,positive
